Year,Age_Group,County,Number of Visits,Age-adjusted rate,NO2 AQI_mean,NO2 AQI_max,NO2 AQI_min,O3 AQI_mean,O3 AQI_max,O3 AQI_min,SO2 AQI_mean,SO2 AQI_max,SO2 AQI_min,CO AQI_mean,CO AQI_max,CO AQI_min
2015,0,Orange,75.23076923076923,24.80384615384615,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0
2015,1,Orange,59.67142857142857,58.2157142857143,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0
2015,0,Riverside,104.27586206896552,39.66379310344826,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5
2015,1,Riverside,73.09615384615384,66.77115384615385,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5
2015,0,Sacramento,151.75,66.09090909090912,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0
2015,1,Sacramento,86.16216216216216,97.24324324324324,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0
2015,0,San bernardino,140.79245283018867,55.61509433962264,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5
2015,1,San bernardino,106.68888888888888,86.92444444444445,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5
2015,0,San diego,92.14864864864865,28.904054054054054,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0
2015,1,San diego,65.05797101449275,62.61014492753625,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0
2015,0,Santa barbara,66.53333333333333,33.13333333333333,4.1926940639269406,11.333333333333334,0.5,37.704109589041124,75.0,20.0,1.0671232876712322,12.666666666666666,0.0,2.561187214611871,4.666666666666667,1.0
2015,1,Santa barbara,53.583333333333336,68.28333333333333,4.1926940639269406,11.333333333333334,0.5,37.704109589041124,75.0,20.0,1.0671232876712322,12.666666666666666,0.0,2.561187214611871,4.666666666666667,1.0
