Year,Zip_code,County,Lat,Lng,Age_group,Number_of_visits,Age-adjusted-rate,County-fips-code
2009,93225,Kern,34.825612051000064,-119.05074911899999,Child,13.0,16.0749676,6029
2009,93225,Kern,34.825612051000064,-119.05074911899999,Child,0.0,0.0,6029
2009,93225,Kern,34.825612051000064,-119.05074911899999,Adults,0.0,0.0,6029
2009,93230,Kings,36.33484971100006,-119.64951694699994,Child,718.0,107.6477743,6031
2009,93230,Kings,36.33484971100006,-119.64951694699994,Child,330.0,171.2175398,6031
2009,93230,Kings,36.33484971100006,-119.64951694699994,Adults,388.0,85.57450168,6031
2009,93234,Fresno,36.20881848200003,-120.103496157,Child,38.0,28.74323261,6019
2009,93234,Fresno,36.20881848200003,-120.103496157,Child,29.0,80.67216193,6019
2009,93234,Fresno,36.20881848200003,-120.103496157,Adults,0.0,0.0,6019
2009,93235,Tulare,36.386016496000025,-119.21972638299997,Child,36.0,64.25947634,6107
2009,93235,Tulare,36.386016496000025,-119.21972638299997,Child,24.0,141.4992831,6107
2009,93235,Tulare,36.386016496000025,-119.21972638299997,Adults,12.0,37.43956755,6107
2009,93240,Kern,35.61588599600003,-118.42285671899998,Child,37.0,74.50860289,6029
2009,93240,Kern,35.61588599600003,-118.42285671899998,Child,17.0,149.9103524,6029
2009,93240,Kern,35.61588599600003,-118.42285671899998,Adults,20.0,48.32692098,6029
2009,93241,Kern,35.257761953000056,-118.91427684099995,Child,68.0,35.28865608,6029
2009,93241,Kern,35.257761953000056,-118.91427684099995,Child,41.0,61.32950314,6029
2009,93241,Kern,35.257761953000056,-118.91427684099995,Adults,27.0,26.24651616,6029
2009,93242,Fresno,36.43813918200004,-119.72906965299995,Child,33.0,102.0580717,6019
2009,93242,Fresno,36.43813918200004,-119.72906965299995,Child,13.0,118.3319145,6019
2009,93242,Fresno,36.43813918200004,-119.72906965299995,Adults,20.0,96.40732008,6019
2009,93245,Kings,36.30103687800005,-119.79602618799998,Child,225.0,56.06173616,6031
2009,93245,Kings,36.30103687800005,-119.79602618799998,Child,112.0,83.76584884,6031
2009,93245,Kings,36.30103687800005,-119.79602618799998,Adults,113.0,46.44206194,6031
2009,93247,Tulare,36.204799352000066,-119.08748614099994,Child,85.0,43.83508468,6107
2009,93247,Tulare,36.204799352000066,-119.08748614099994,Child,50.0,79.01080315,6107
2009,93247,Tulare,36.204799352000066,-119.08748614099994,Adults,35.0,31.62105157,6107
2009,93250,Kern,35.67734609900003,-119.23087566699996,Child,81.0,51.24212922,6029
2009,93250,Kern,35.67734609900003,-119.23087566699996,Child,54.0,112.4546391,6029
2009,93250,Kern,35.67734609900003,-119.23087566699996,Adults,27.0,29.98736436,6029
2009,93256,Tulare,35.96983883400003,-119.29076722299999,Child,34.0,66.21248673,6107
2009,93256,Tulare,35.96983883400003,-119.29076722299999,Child,20.0,105.5812936,6107
2009,93256,Tulare,35.96983883400003,-119.29076722299999,Adults,14.0,52.54249137,6107
2009,93257,Tulare,36.06867901900006,-119.03286942199998,Child,397.0,51.93961862,6107
2009,93257,Tulare,36.06867901900006,-119.03286942199998,Child,171.0,69.71993935,6107
2009,93257,Tulare,36.06867901900006,-119.03286942199998,Adults,226.0,45.76577393,6107
2009,93263,Kern,35.49846222300005,-119.27825795199999,Child,48.0,22.65568761,6029
2009,93263,Kern,35.49846222300005,-119.27825795199999,Child,26.0,40.80465219,6029
2009,93263,Kern,35.49846222300005,-119.27825795199999,Adults,22.0,16.35383894,6029
2009,93265,Tulare,36.143508704000055,-118.76599918399995,Child,13.0,31.63895145,6107
2009,93265,Tulare,36.143508704000055,-118.76599918399995,Child,0.0,0.0,6107
2009,93265,Tulare,36.143508704000055,-118.76599918399995,Adults,0.0,0.0,6107
2009,93267,Tulare,36.14181849700003,-119.08066882699995,Child,28.0,42.19893624,6107
2009,93267,Tulare,36.14181849700003,-119.08066882699995,Child,14.0,64.61459628,6107
2009,93267,Tulare,36.14181849700003,-119.08066882699995,Adults,14.0,34.41556678,6107
2009,93268,Kern,35.147902834000035,-119.45409597999998,Child,48.0,25.61180407,6029
2009,93268,Kern,35.147902834000035,-119.45409597999998,Child,18.0,37.09279864,6029
2009,93268,Kern,35.147902834000035,-119.45409597999998,Adults,30.0,21.62526862,6029
2009,93270,Tulare,35.956799473000046,-119.03164847499994,Child,22.0,28.85951266,6107
2009,93270,Tulare,35.956799473000046,-119.03164847499994,Child,0.0,0.0,6107
2009,93270,Tulare,35.956799473000046,-119.03164847499994,Adults,13.0,27.11215647,6107
2009,93272,Tulare,36.05613933400008,-119.31634626999994,Child,19.0,49.8953856,6107
2009,93272,Tulare,36.05613933400008,-119.31634626999994,Child,0.0,0.0,6107
2009,93272,Tulare,36.05613933400008,-119.31634626999994,Adults,0.0,0.0,6107
2009,93274,Tulare,36.20551627800006,-119.34149950699998,Child,655.0,87.12421477,6107
2009,93274,Tulare,36.20551627800006,-119.34149950699998,Child,334.0,147.764959,6107
2009,93274,Tulare,36.20551627800006,-119.34149950699998,Adults,321.0,66.06798361,6107
2009,93277,Tulare,36.30961826400005,-119.32186877199996,Child,241.0,46.94573166,6107
2009,93277,Tulare,36.30961826400005,-119.32186877199996,Child,110.0,83.74421137,6107
2009,93277,Tulare,36.30961826400005,-119.32186877199996,Adults,131.0,34.1682286,6107
2009,93280,Kern,35.59755876300005,-119.35375676799998,Child,85.0,31.86673357,6029
2009,93280,Kern,35.59755876300005,-119.35375676799998,Child,31.0,41.89118279,6029
2009,93280,Kern,35.59755876300005,-119.35375676799998,Adults,54.0,28.38595306,6029
2009,93285,Kern,35.71385718000005,-118.48033679699995,Child,12.0,21.65553644,6029
2009,93285,Kern,35.71385718000005,-118.48033679699995,Child,0.0,0.0,6029
2009,93285,Kern,35.71385718000005,-118.48033679699995,Adults,0.0,0.0,6029
