Year,Age_Group,county,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,NO2 AQI_mean,NO2 AQI_max,NO2 AQI_min,O3 AQI_mean,O3 AQI_max,O3 AQI_min,SO2 AQI_mean,SO2 AQI_max,SO2 AQI_min,CO AQI_mean,CO AQI_max,CO AQI_min
2013,0,Santa clara,76.10416666666667,26.79166666666667,20.79041095890411,47.0,3.5,27.617808219178084,106.5,1.5,0.8849315068493151,9.5,0.0,6.123287671232877,17.5,2.0
2013,1,Santa clara,41.36585365853659,40.880487804878044,20.79041095890411,47.0,3.5,27.617808219178084,106.5,1.5,0.8849315068493151,9.5,0.0,6.123287671232877,17.5,2.0
2013,0,Solano,197.0,68.42727272727272,18.693150684931506,46.0,1.0,30.194520547945206,93.0,8.0,0.8958904109589041,11.0,0.0,6.6219178082191785,26.0,2.0
2013,1,Solano,95.5,101.47,18.693150684931506,46.0,1.0,30.194520547945206,93.0,8.0,0.8958904109589041,11.0,0.0,6.6219178082191785,26.0,2.0
2014,0,Alameda,142.77272727272728,53.65227272727273,23.06027397260274,53.0,5.0,25.654794520547945,64.0,4.0,2.1013698630136988,23.0,0.0,7.8493150684931505,30.0,3.0
2014,1,Alameda,88.5,112.88500000000003,23.06027397260274,53.0,5.0,25.654794520547945,64.0,4.0,2.1013698630136988,23.0,0.0,7.8493150684931505,30.0,3.0
2014,0,Contra costa,128.73529411764707,46.00588235294118,13.504109589041086,41.0,2.6666666666666665,32.782191780821925,99.0,6.666666666666667,1.7744292237442927,17.0,0.0,4.816438356164385,8.666666666666666,2.0
2014,1,Contra costa,79.79310344827586,88.0206896551724,13.504109589041086,41.0,2.6666666666666665,32.782191780821925,99.0,6.666666666666667,1.7744292237442927,17.0,0.0,4.816438356164385,8.666666666666666,2.0
2014,0,Fresno,90.82857142857142,50.59142857142858,23.08677685950413,56.0,4.0,57.62534435261708,172.0,5.0,0.9421487603305785,9.0,0.0,6.151515151515151,27.0,1.0
2014,1,Fresno,124.47058823529412,148.27058823529413,23.08677685950413,56.0,4.0,57.62534435261708,172.0,5.0,0.9421487603305785,9.0,0.0,6.151515151515151,27.0,1.0
2014,0,Humboldt,81.57142857142857,67.31428571428572,3.92648401826484,17.5,0.0,25.796803652968034,42.0,10.0,0.10867579908675801,1.0,0.0,3.5205479452054793,8.5,1.5
2014,1,Humboldt,24.4,63.080000000000005,3.92648401826484,17.5,0.0,25.796803652968034,42.0,10.0,0.10867579908675801,1.0,0.0,3.5205479452054793,8.5,1.5
2014,0,Imperial,88.5,56.324999999999996,26.84012539184953,93.0,2.0,47.06896551724138,151.0,5.0,2.780564263322884,16.0,0.0,7.971786833855799,43.0,1.0
2014,1,Imperial,118.33333333333333,157.98333333333332,26.84012539184953,93.0,2.0,47.06896551724138,151.0,5.0,2.780564263322884,16.0,0.0,7.971786833855799,43.0,1.0
2014,0,Los angeles,115.53875968992249,38.57868217054263,31.691193737769094,72.2,6.666666666666667,38.95465970863232,137.5,7.0,1.487340726244836,8.0,0.0,7.90080669710807,22.4,2.25
2014,1,Los angeles,90.22566371681415,82.63628318584071,31.691193737769094,72.2,6.666666666666667,38.95465970863232,137.5,7.0,1.487340726244836,8.0,0.0,7.90080669710807,22.4,2.25
2014,0,Orange,73.67105263157895,23.147368421052626,20.892957746478874,57.0,2.0,40.287323943661974,129.0,8.0,0.6366197183098592,11.0,0.0,4.335211267605634,22.0,0.0
2014,1,Orange,56.32857142857143,53.75857142857143,20.892957746478874,57.0,2.0,40.287323943661974,129.0,8.0,0.6366197183098592,11.0,0.0,4.335211267605634,22.0,0.0
2014,0,Riverside,91.14754098360656,36.39016393442623,26.558011049723756,56.0,4.0,63.68232044198895,197.0,5.0,0.47790055248618785,7.0,0.0,6.5621546961325965,21.0,2.0
2014,1,Riverside,72.33962264150944,65.7679245283019,26.558011049723756,56.0,4.0,63.68232044198895,197.0,5.0,0.47790055248618785,7.0,0.0,6.5621546961325965,21.0,2.0
2014,0,Sacramento,153.74418604651163,63.26511627906978,14.085872576177286,41.0,1.0,43.2382271468144,122.0,4.0,0.8698060941828255,7.0,0.0,4.71191135734072,19.0,1.0
2014,1,Sacramento,86.75,95.93611111111107,14.085872576177286,41.0,1.0,43.2382271468144,122.0,4.0,0.8698060941828255,7.0,0.0,4.71191135734072,19.0,1.0
2014,0,San bernardino,131.92727272727274,56.95636363636364,30.512328767123286,57.0,6.0,60.07534246575342,156.0,13.5,1.0273972602739727,4.0,0.0,4.353424657534247,13.0,1.0
2014,1,San bernardino,114.88372093023256,90.21627906976745,30.512328767123286,57.0,6.0,60.07534246575342,156.0,13.5,1.0273972602739727,4.0,0.0,4.353424657534247,13.0,1.0
2014,0,San diego,89.17808219178082,27.446575342465756,23.355855855855857,54.0,3.0,39.31981981981982,115.0,3.0,0.009009009009009009,1.0,0.0,5.558558558558558,20.0,1.0
2014,1,San diego,63.42857142857143,60.919999999999995,23.355855855855857,54.0,3.0,39.31981981981982,115.0,3.0,0.009009009009009009,1.0,0.0,5.558558558558558,20.0,1.0
2014,0,Santa barbara,60.357142857142854,26.45714285714286,3.8515981735159817,16.0,0.0,37.38767123287671,107.66666666666669,20.33333333333333,1.9118721461187225,39.66666666666666,0.0,2.241552511415524,6.666666666666667,1.0
2014,1,Santa barbara,50.75,70.81666666666666,3.8515981735159817,16.0,0.0,37.38767123287671,107.66666666666669,20.33333333333333,1.9118721461187225,39.66666666666666,0.0,2.241552511415524,6.666666666666667,1.0
2014,0,Santa clara,75.22916666666667,25.1375,22.076712328767123,55.0,4.0,30.506849315068493,87.0,3.0,0.20821917808219179,4.0,0.0,5.684931506849315,22.0,2.0
2014,1,Santa clara,45.5,42.67105263157895,22.076712328767123,55.0,4.0,30.506849315068493,87.0,3.0,0.20821917808219179,4.0,0.0,5.684931506849315,22.0,2.0
2014,0,Solano,201.0909090909091,67.71818181818182,15.98082191780822,47.0,1.0,31.561643835616437,93.0,8.0,1.1835616438356165,33.0,0.0,5.638356164383562,24.0,2.0
2014,1,Solano,107.7,112.35999999999999,15.98082191780822,47.0,1.0,31.561643835616437,93.0,8.0,1.1835616438356165,33.0,0.0,5.638356164383562,24.0,2.0
2015,0,Alameda,149.09302325581396,54.66046511627907,22.75824175824176,54.0,5.0,25.304945054945055,80.0,4.0,2.28021978021978,30.0,0.0,8.285714285714286,30.0,3.0
2015,1,Alameda,87.89473684210526,104.17631578947368,22.75824175824176,54.0,5.0,25.304945054945055,80.0,4.0,2.28021978021978,30.0,0.0,8.285714285714286,30.0,3.0
2015,0,Contra costa,135.12121212121212,54.90606060606061,13.496347031963467,29.0,3.0,33.710502283105,89.0,4.0,1.574885844748856,6.0,0.0,5.281278538812791,11.0,2.333333333333333
2015,1,Contra costa,83.33333333333333,81.91111111111111,13.496347031963467,29.0,3.0,33.710502283105,89.0,4.0,1.574885844748856,6.0,0.0,5.281278538812791,11.0,2.333333333333333
2015,0,Fresno,98.32352941176471,58.43823529411766,19.155619596541786,46.0,3.0,53.87896253602305,182.0,6.0,1.1152737752161384,14.0,0.0,5.628242074927954,20.0,1.0
2015,1,Fresno,127.67647058823529,153.24705882352941,19.155619596541786,46.0,3.0,53.87896253602305,182.0,6.0,1.1152737752161384,14.0,0.0,5.628242074927954,20.0,1.0
2015,0,Humboldt,84.83333333333333,65.28333333333333,4.497067448680352,15.5,0.0,27.127565982404693,45.0,9.0,0.02785923753665689,0.5,0.0,4.0469208211143695,8.5,1.0
2015,1,Humboldt,22.8,61.339999999999996,4.497067448680352,15.5,0.0,27.127565982404693,45.0,9.0,0.02785923753665689,0.5,0.0,4.0469208211143695,8.5,1.0
2015,0,Imperial,78.25,52.824999999999996,25.738888888888887,82.0,2.0,48.40277777777778,140.0,13.0,2.6805555555555554,23.0,0.0,8.127777777777778,45.0,1.0
2015,1,Imperial,108.66666666666667,142.95000000000002,25.738888888888887,82.0,2.0,48.40277777777778,140.0,13.0,2.6805555555555554,23.0,0.0,8.127777777777778,45.0,1.0
2015,0,Los angeles,120.17241379310344,40.202298850574714,31.142850619699928,65.33333333333333,2.0,39.57889106327462,95.0,9.333333333333334,1.542283105022831,17.333333333333332,0.0,6.646738421395953,19.33333333333333,1.6666666666666667
2015,1,Los angeles,88.06113537117903,82.31790393013102,31.142850619699928,65.33333333333333,2.0,39.57889106327462,95.0,9.333333333333334,1.542283105022831,17.333333333333332,0.0,6.646738421395953,19.33333333333333,1.6666666666666667
2015,0,Orange,75.23076923076923,24.80384615384615,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0
2015,1,Orange,59.67142857142857,58.2157142857143,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0
2015,0,Riverside,104.27586206896552,39.66379310344826,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5
2015,1,Riverside,73.09615384615384,66.77115384615385,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5
2015,0,Sacramento,151.75,66.09090909090912,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0
2015,1,Sacramento,86.16216216216216,97.24324324324324,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0
2015,0,San bernardino,140.79245283018867,55.61509433962264,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5
2015,1,San bernardino,106.68888888888888,86.92444444444445,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5
2015,0,San diego,92.14864864864865,28.904054054054054,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0
2015,1,San diego,65.05797101449275,62.61014492753625,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0
2015,0,Santa barbara,66.53333333333333,33.13333333333333,4.1926940639269406,11.333333333333334,0.5,37.704109589041124,75.0,20.0,1.0671232876712322,12.666666666666666,0.0,2.561187214611871,4.666666666666667,1.0
2015,1,Santa barbara,53.583333333333336,68.28333333333333,4.1926940639269406,11.333333333333334,0.5,37.704109589041124,75.0,20.0,1.0671232876712322,12.666666666666666,0.0,2.561187214611871,4.666666666666667,1.0
2015,0,Santa clara,91.34042553191489,30.44042553191489,21.895027624309392,46.0,3.0,32.24033149171271,136.0,2.0,0.26243093922651933,4.0,0.0,6.013812154696133,18.0,2.0
2015,1,Santa clara,45.707317073170735,43.68780487804877,21.895027624309392,46.0,3.0,32.24033149171271,136.0,2.0,0.26243093922651933,4.0,0.0,6.013812154696133,18.0,2.0
2015,0,Solano,202.6,64.07000000000001,15.986225895316805,42.0,1.0,31.62258953168044,100.0,3.0,0.8870523415977961,7.0,0.0,6.512396694214876,22.0,0.0
2015,1,Solano,113.33333333333333,109.26666666666668,15.986225895316805,42.0,1.0,31.62258953168044,100.0,3.0,0.8870523415977961,7.0,0.0,6.512396694214876,22.0,0.0
2016,0,Alameda,122.06521739130434,44.35217391304348,24.82051282051282,45.0,8.0,27.00854700854701,45.0,7.0,2.2564102564102564,30.0,0.0,8.2991452991453,16.0,3.0
2016,1,Alameda,84.675,103.5675,24.82051282051282,45.0,8.0,27.00854700854701,45.0,7.0,2.2564102564102564,30.0,0.0,8.2991452991453,16.0,3.0
2016,0,Contra costa,111.6470588235294,43.838235294117645,13.66115702479339,27.33333333333333,3.0,31.706611570247922,81.66666666666667,11.0,1.647382920110193,7.666666666666667,0.3333333333333333,5.336088154269972,8.0,2.6666666666666665
2016,1,Contra costa,78.81481481481481,81.60740740740741,13.66115702479339,27.33333333333333,3.0,31.706611570247922,81.66666666666667,11.0,1.647382920110193,7.666666666666667,0.3333333333333333,5.336088154269972,8.0,2.6666666666666665
2016,0,Fresno,81.23529411764706,42.8,27.70689655172414,50.0,9.0,27.75862068965517,50.0,6.0,0.0,0.0,0.0,9.051724137931034,19.0,3.0
2016,1,Fresno,118.3030303030303,141.2636363636364,27.70689655172414,50.0,9.0,27.75862068965517,50.0,6.0,0.0,0.0,0.0,9.051724137931034,19.0,3.0
2016,0,Humboldt,72.28571428571429,64.2,4.686813186813187,13.5,0.0,30.65934065934066,41.0,12.5,0.3076923076923077,1.0,0.0,3.5274725274725274,7.0,1.5
2016,1,Humboldt,24.0,62.4,4.686813186813187,13.5,0.0,30.65934065934066,41.0,12.5,0.3076923076923077,1.0,0.0,3.5274725274725274,7.0,1.5
2016,0,Imperial,75.85714285714286,43.0,33.65934065934066,83.0,3.0,43.02197802197802,97.0,16.0,2.318681318681319,9.0,0.0,10.802197802197803,35.0,2.0
2016,1,Imperial,106.16666666666667,143.50000000000003,33.65934065934066,83.0,3.0,43.02197802197802,97.0,16.0,2.318681318681319,9.0,0.0,10.802197802197803,35.0,2.0
2016,0,Sacramento,139.74418604651163,57.50465116279068,19.785714285714285,31.0,3.0,24.464285714285715,32.0,13.0,3.75,6.0,1.0,7.535714285714286,16.0,3.0
2016,1,Sacramento,73.91891891891892,82.6081081081081,19.785714285714285,31.0,3.0,24.464285714285715,32.0,13.0,3.75,6.0,1.0,7.535714285714286,16.0,3.0
2016,0,San bernardino,121.42307692307692,44.607692307692304,25.875,51.0,3.0,38.61363636363637,84.0,17.0,0.42045454545454547,3.0,0.0,6.306818181818182,10.0,3.0
2016,1,San bernardino,100.4,84.53777777777779,25.875,51.0,3.0,38.61363636363637,84.0,17.0,0.42045454545454547,3.0,0.0,6.306818181818182,10.0,3.0
2016,0,Santa barbara,59.53333333333333,30.086666666666666,4.106227106227106,10.333333333333334,0.0,39.02197802197803,74.0,24.0,0.8461538461538458,2.333333333333333,0.0,1.7930402930402933,4.0,0.0
2016,1,Santa barbara,63.5,78.07000000000001,4.106227106227106,10.333333333333334,0.0,39.02197802197803,74.0,24.0,0.8461538461538458,2.333333333333333,0.0,1.7930402930402933,4.0,0.0
2016,0,Santa clara,80.68888888888888,25.424444444444447,23.355371900826448,48.0,4.0,30.454545454545453,67.0,6.0,0.19008264462809918,1.0,0.0,6.016528925619835,15.0,2.0
2016,1,Santa clara,40.6578947368421,35.69736842105263,23.355371900826448,48.0,4.0,30.454545454545453,67.0,6.0,0.19008264462809918,1.0,0.0,6.016528925619835,15.0,2.0
2016,0,Solano,205.0,70.78181818181818,17.85123966942149,36.0,1.0,31.545454545454547,84.0,6.0,0.9504132231404959,9.0,0.0,6.801652892561983,20.0,2.0
2016,1,Solano,106.4,109.75,17.85123966942149,36.0,1.0,31.545454545454547,84.0,6.0,0.9504132231404959,9.0,0.0,6.801652892561983,20.0,2.0
